Submission ID	Project	Lab	Organism	Status	Data Type	Assay	Tissue	Strain	Cell Line	Stage/Treatment	Antibody	Compound	Platform	RNAi Target	Date Data Submitted	Release Date	GEO/SRA IDs	Name	GFF Files
643	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		embryonic stage 17	nejire, No Antibody Control		Agilent		2009-06-16	2009-10-13		E-20-24h-CBP	E20-24h-CBP_agilent_dmel3_merged_dcc.gff
650	Celniker	Graveley	Drosophila melanogaster	released	alignments	Alignment	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage			N/A		2009-06-22	2009-07-15	GSM390063	Dm S2-DRSC polyA 014-016 PE RNA-Seq Bowtie	
651	Celniker	Graveley	Drosophila melanogaster	released	alignments	Alignment	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage			N/A		2009-06-22	2009-07-15	GSM390065	Dm ML-DmBG3-c2 polyA 122-124 PE RNA-Seq Bowtie	
652	Celniker	Graveley	Drosophila melanogaster	released	alignments	Alignment	dorsal mesothoracic disc	N/A	CME W1 Cl.8+	third instar larval stage			N/A		2009-06-22	2009-07-15	GSM390061	Dm CME_W1_Cl.8+ polyA 060-062 PE RNA-Seq Bowtie	
668	MacAlpine	MacAlpine	Drosophila melanogaster	released	replication timing	ChIP-chip	embryo-derived cell-line	N/A	Kc167	late embryonic stage			Agilent		2009-06-30	2009-06-30	GSE17279, GSM432694, GSM432695, GSM432696	Kc167 Replication Timing	
669	MacAlpine	MacAlpine	Drosophila melanogaster	released	replication timing	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage			Agilent		2009-06-30	2009-06-30	GSE17280, GSM432697, GSM432698, GSM432699	S2 Replication Timing	
670	MacAlpine	MacAlpine	Drosophila melanogaster	released	replication timing	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage			Agilent		2009-06-30	2009-06-30	GSE17281, GSM432701, GSM432702, GSM432703	Bg3 Replication Timing	
674	MacAlpine	MacAlpine	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	Kc167	late embryonic stage	fly_genes:Orc2		Agilent		2009-06-30	2009-06-30	GSE17282, GSM432704, GSM432705, GSM432706, GSM432707, GSM432708, GSM432709, GSM432710, GSM432711	pre-RC complexes ORC Kc	orc_meta_peaks.gff
675	MacAlpine	MacAlpine	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	Kc167	late embryonic stage	MCM2-7 complex		Agilent		2009-06-30	2009-06-30	GSE17283, GSM432712, GSM432713, GSM432714, GSM432715, GSM432716, GSM432717, GSM432718, GSM432719	pre-RC complexes MCM_cycE Kc	mcm_meta_peaks.gff
709	MacAlpine	MacAlpine	Drosophila melanogaster	released	origins of replication, signal data	ChIP-chip	embryo-derived cell-line	N/A	Kc167	late embryonic stage			Agilent		2009-07-13	2009-07-13	GSE17285, GSM432725, GSM432726, GSM432727, GSM432728	Kc167 Replication Origins	early_origins/Kc/MA2C_Output/Kc_early_origins_peaks.gff
710	MacAlpine	MacAlpine	Drosophila melanogaster	released	origins of replication, signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage			Agilent		2009-07-13	2009-07-13	GSE17286, GSM432729, GSM432730, GSM432731	S2 Replication Origins	early_origins/S2/MA2C_Output/S2_early_origins_peaks.gff
711	MacAlpine	MacAlpine	Drosophila melanogaster	released	origins of replication, signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage			Agilent		2009-07-13	2009-07-13	GSE17287, GSM432732, GSM432733, GSM432734	Bg3 Replication Origins	early_origins/Bg3/MA2C_Output/Bg3_early_origins_peaks.gff
712	Celniker	Brent	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		adult stage			N/A		2009-07-14	2009-07-16	GSM339263	Dm Dm adult whole_fly 057 RNASeq Bowtie	
713	Celniker	Gingeras	Drosophila melanogaster	released	transcript fragments	RNA tiling array	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage			Affymetrix		2009-07-14	2009-08-03		Dm_ML_BG3-c2_polyApRNA_p200_485-486-487_38bp	Dro2_AS_MLDmBG3-c2_PolyA+_899.gff
715	Celniker	Gingeras	Drosophila melanogaster	released	transcript fragments	RNA tiling array	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage			Affymetrix		2009-07-14	2009-08-03		Dm_S2-DRSC_nuclearRNA_p200_482-483-484_38bp	Dro2_AS_S2-DRSC_nuclear_898.gff
716	Celniker	Gingeras	Drosophila melanogaster	released	transcript fragments	RNA tiling array	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage			Affymetrix		2009-07-14	2009-08-03		Dm_Bg3-c2_nuclearRNA_p200_488_489_490_38bp	Dro2_AS_MLDmBG3-c2_nuclear_926.gff
717	Celniker	Gingeras	Drosophila melanogaster	released	transcript fragments	RNA tiling array	dorsal mesothoracic disc	N/A	CME W1 Cl.8+	third instar larval stage			Affymetrix		2009-07-14	2009-08-03		Dm_C1.8_polyApRNA_p200_491_492_493_38bp	Dro2_AS_C1.8_PolyA+_927.gff
718	Celniker	Gingeras	Drosophila melanogaster	released	transcript fragments	RNA tiling array	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage			Affymetrix		2009-07-15	2009-08-03		Dm_S2-DRSC_polyApRNA_p200_479-480-481_38bp	Dro2_AS_S2-DRSC_PolyA+_897.gff
725	MacAlpine	MacAlpine	Drosophila melanogaster	released	signal data	RNA tiling array	embryo-derived cell-line	w[1118]	S2-DRSC	cleavage stage, early extended germ band stage, embryonic stage, embryonic stage 1, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9, late embryonic stage, pre-blastoderm stage			Agilent		2009-07-20	2009-07-20	GSE17292, GSM432743, GSM432744	CGH S2-DRSC	
737	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	adult head	Canton-S		adult stage			N/A		2008-06-13	2008-06-13	GSM240749	Dm Canton-S Adult Female Head smallRNA RNA-Seq	
738	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	embryo-derived cell-line	N/A	Kc167	late embryonic stage			N/A		2008-06-13	2008-06-13	GSM272653	Kc167 smallRNA RNA-Seq	
739	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	abdomen, thorax	Canton-S		adult stage			N/A		2008-06-13	2009-03-31	GSM286602	Dm Canton-S Adult Male Body smallRNA RNA-Seq	
740	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	whole organism	Canton-S		embryonic stage			N/A		2008-06-13	2009-06-12	GSM286605	Dm Canton-S Embryo 2-6h smallRNA RNA-Seq	
741	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	embryo-derived cell-line	Oregon-R-modENCODE	S2-DRSC, Kc167	late embryonic stage			N/A		2009-09-17	2010-02-15	GSM272651	S2/Kc167 + Ecdysone exposure smallRNA RNA-Seq	
742	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	imaginal disc	Canton-S		adult stage			N/A		2009-09-17	2009-12-23	GSM275691	Dm Canton-S Imaginal Disk smallRNA RNA-Seq	
743	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	whole organism	Canton-S		adult stage			N/A		2008-06-13	2009-03-02	GSM286603	Dm Canton-S Adult Female Body smallRNA RNA-Seq	
745	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	whole organism	Canton-S		embryonic stage			N/A		2008-06-13	2009-06-08	GSM286613	Dm Canton-S Embryo 0-1h smallRNA RNA-Seq (2)	
746	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	embryo-derived cell-line	Oregon-R	S2-DRSC	late embryonic stage			N/A		2008-06-13	2009-03-09	GSM272652	S2-DRSC smallRNA RNA-Seq	
747	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	adult head	Canton-S		adult stage			N/A		2008-09-19	2009-06-16	GSM286601	Dm Canton-S Adult Male Head smallRNA RNA-Seq	
748	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	whole organism	Canton-S		third instar larval stage			N/A		2008-10-09	2009-03-02	GSM322208	Dm Canton-S 3rd Instar Larvae smallRNA RNA-Seq	
749	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	whole organism	Canton-S		third instar larval stage			N/A		2008-10-09	2009-03-31	GSM322245	Dm Canton-S 3rd Instar Larvae smallRNA RNA-Seq (2)	
750	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	adult head	Canton-S		adult stage			N/A		2008-10-09	2009-04-06	GSM322533	Dm Canton-S Adult Female Head smallRNA RNA-Seq (2)	
751	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	adult head	Canton-S		adult stage			N/A		2008-10-09	2009-04-06	GSM322543	Dm Canton-S Adult Male Head smallRNA RNA-Seq (2)	
752	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	whole organism	Canton-S		embryonic stage			N/A		2008-06-13	2009-04-03	GSM286606	Dm Canton-S Embryo 2-6h smallRNA RNA-Seq (2)	
753	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	whole organism	Canton-S		embryonic stage 11, embryonic stage 12, embryonic stage 13			N/A		2008-06-13	2009-04-08	GSM286611	Dm Canton-S Embryo 6-10h smallRNA RNA-Seq (2)	
754	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	whole organism	Canton-S		embryonic stage 11, embryonic stage 12, embryonic stage 13			N/A		2008-06-13	2009-04-03	GSM286607	Dm Canton-S Embryo 6-10h smallRNA RNA-Seq	
755	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	whole organism	Canton-S		embryonic stage			N/A		2008-06-13	2009-04-06	GSM286604	Dm Canton-S Embryo 0-1h smallRNA RNA-Seq	
757	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	whole organism	Canton-S		pharate adult stage P10, pharate adult stage P11, pharate adult stage P12, pharate adult stage P13, pharate adult stage P14, pharate adult stage P15, pharate adult stage P8, pharate adult stage P9			N/A		2008-10-09	2009-03-24	GSM322219	Dm Canton-S Pupae 2-4d smallRNA RNA-Seq	
758	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	whole organism	Canton-S		pharate adult stage P10, pharate adult stage P11, pharate adult stage P12, pharate adult stage P13, pharate adult stage P14, pharate adult stage P15, pharate adult stage P8, pharate adult stage P9			N/A		2008-10-09	2009-04-03	GSM322338	Dm Canton-S Pupae 2-4d smallRNA RNA-Seq (2)	
762	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	whole organism	Canton-S		first instar larval stage			N/A		2009-07-02	2009-07-02	GSM360256	Dm Canton-S 1st Instar Larvae smallRNA RNA-Seq	
763	Celniker	Gingeras	Drosophila melanogaster	released	transcript fragments	RNA tiling array	whole organism	y; cn bw sp		embryonic stage 11, embryonic stage 12, extended germ band stage, late extended germ band stage			Affymetrix		2008-08-04	2009-03-02		Dm_y[1]cn[1] bw[1] sp[1]_embryo_6-8h_TotalRNA_p200_230-232_38bp	Dro2_AS_Dm_emb_8h_760.gff
764	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 9	fly_genes:His3:CG33806, fly_genes:His3:CG33806		Agilent		2009-03-06	2009-05-04	GSM384723	E4-8_H3K9Me3	E4-8_K9Me3.dcc.gff
765	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		pupal stage	fly_genes:His3:CG33806, fly_genes:His3:CG33806		Agilent		2009-09-04	2009-05-04		Pupae_H3K9Me3	Pupae_K9Me3.dcc.gff
767	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		embryonic stage 15, embryonic stage 16	H3K27me3, No Antibody Control		Agilent		2009-03-08	2009-04-08	GSM384787	E12-16_H3K27Me3	E12-16_K27Me3.dcc.gff
768	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 9	H3K27me3, No Antibody Control		Agilent		2009-02-02	2009-04-08	GSM384778	E4-8_H3K27Me3	E4-8_K27Me3.dcc.gff
769	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:CTCF, fly_genes:CTCF		Affymetrix		2009-09-04	2009-01-27		E0-12_dCTCF C-term ChIP-chip	CTCF_C_1fdr.gff
770	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:CTCF, fly_genes:CTCF		Affymetrix		2009-09-04	2009-01-27		E0-12_dCTCF N-term ChIP-chip	CTCF_N_1fdr.gff
771	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	H3K4me3, No Antibody Control		Agilent		2008-08-11	2008-08-11		E0-4_H3K4me3 new	E0-4_H3K4Me3_merged_dcc.gff
772	Lai	Hannon	Drosophila melanogaster	released	alignments	RNA-seq	testis	Oregon-R-modENCODE		adult stage			N/A		2008-07-02	2009-09-29	GSM280085	Dm Oregon-R Adult Male Testis smallRNA RNA-Seq	
773	Lai	Hannon	Drosophila melanogaster	released	alignments	RNA-seq	ovary	y; cn bw sp		adult stage			N/A		2008-11-08	2009-09-29	GSM280082	Dm y[1]; cn[1] bw[1] sp[1] Ovary smallRNA RNA-Seq	
774	Lai	Hannon	Drosophila melanogaster	released	alignments	RNA-seq	ovary	w[1118]; PBac{w[+mC]=WH}loqs[f00791]/CyO		adult stage			N/A		2008-11-08	2009-09-29	GSM280084	Dm Loqs[f00791] Ovary smallRNA RNA-Seq	
777	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	H3K4me1		N/A		2009-09-04	2009-10-14	GSM401409	E0-4_H3K4Me1_chip-seq	E0-4_H3K4Me1_input__tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3
778	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 9	H3K4me1		N/A		2009-09-04	2009-10-12	GSM401406	E4-8_H3K4Me1_chip-seq	E4-8_H3K4Me1__input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3
779	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15	H3K4me1		N/A		2009-09-04	2009-10-15	GSM432593	E8-12_H3K4Me1_chip-seq	E8-12_H3K4Me1_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3
780	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 15, embryonic stage 16	H3K4me1		N/A		2009-09-04	2009-10-07	GSM432591	E12-16_H3K4Me1_chip-seq	E12-16_H3K4Me1_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3
781	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 17	H3K4me1		N/A		2009-09-04	2009-10-12	GSM401403	E16-20_H3K4Me1_chip-seq	E16-20_H3K4Me1_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3
782	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 17	H3K4me1		N/A		2009-09-04	2009-10-14	GSM439464	E20-24_H3K4Me1_chip-seq	E20-24_H3K4Me1_density.bed.gff3
783	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		first instar larval stage	H3K4me1		N/A		2009-09-04	2009-10-12	GSM432588	L1_H3K4Me1_chip-seq	L1_H3K4Me1_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3
784	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		second instar larval stage	H3K4me1		N/A		2009-09-04	2009-10-12	GSM401421	L2_H3K4Me1_chip-seq	L2_H3K4Me1_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3
785	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		third instar larval stage	H3K4me1		N/A		2009-09-04	2009-10-12	GSM401418	L3_H3K4Me1_chip-seq	L3_H3K4Me1_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3
786	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		pupal stage	H3K4me1		N/A		2009-09-04	2009-10-12	GSM401415	Pupae_H3K4Me1_chip-seq	Pupae_H3K4Me1_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3
787	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		adult stage	H3K4me1		N/A		2009-09-04	2009-10-13	GSM439465	AdultFemale_H3K4Me1_chip-seq	AdultFemale_H3K4Me1_density.bed.gff3
788	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		adult stage	H3K4me1		N/A		2009-09-04	2009-10-12	GSM401411	AdultMale_H3K4Me1_chip-seq	AdultMale_H3K4Me1_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3
789	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	H3K4me3		N/A		2009-09-04	2009-10-12	GSM400656	E0-4_H3K4Me3_chip-seq	E0-4_H3K4Me3_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3
790	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 9	H3K4me3		N/A		2009-09-04	2009-10-13	GSM400674	E4-8_H3K4Me3_chip-seq	E4-8_H3K4Me3_input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3
791	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15	H3K4me3		N/A		2009-09-04	2009-10-15	GSM432585	E8-12_H3K4Me3_chip-seq	E8-12_H3K4Me3_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3
792	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 15, embryonic stage 16	H3K4me3		N/A		2009-09-04	2009-10-13	GSM432580	E12-16_H3K4Me3_chip-seq	E12-16_H3K4Me3_eland_result_filtered.txt.Pf0.30000.txt.final.txt.bed.gff3
793	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 17	H3K4me3		N/A		2009-09-04	2009-10-13	GSM400658	E16-20_H3K4Me3_chip-seq	E16-20_H3K4Me3_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3
794	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 17	H3K4me3		N/A		2009-09-04	2009-10-13	GSM400672	E20-24_H3K4Me3_chip-seq	E20-24_H3K4Me3_input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3
795	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		first instar larval stage	H3K4me3		N/A		2009-09-04	2009-10-13	GSM400662	L1_H3K4Me3_chip-seq	L1_H3K4Me3_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3
796	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		second instar larval stage	H3K4me3		N/A		2009-09-04	2009-10-13	GSM400668	L2_H3K4Me3_chip-seq	L2_H3K4Me3_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3
