ID	Project	Lab	Organism	Data Type	Experiment Type	Tissue	Strain	Cell Line	Stage	Antibody	Creation Date	Release Date	GEO IDs	Name
967	Karpen	Pirrotta	Drosophila melanogaster	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	H3K4me3	2009-09-18	2009-10-12		H3K4me3.BG3
970	White	White	Drosophila melanogaster	chromatin binding site signal data	ChIP-chip		y; cn bw sp		embryonic stage 1, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	H3K27Ac, No Antibody Control	2009-10-16	2009-10-16		E0-4_H3K27Ac - Set 2
971	White	White	Drosophila melanogaster	chromatin binding site signal data	ChIP-chip		y; cn bw sp		embryonic stage 1, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	H3K9me3, No Antibody Control	2009-10-16	2009-10-16		E0-4_H3K9Me3 - Set 2
978	White	White	Drosophila melanogaster	chromatin binding site signal data	ChIP-chip	whole organism	y; cn bw sp		embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 9	senseless, No Antibody Control	2009-10-13	2009-10-15		E4-8_sens
979	White	White	Drosophila melanogaster	chromatin binding site signal data	ChIP-chip	whole organism	SENS-GFP		embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 9	sens, sens	2009-10-13	2009-10-15		E4-8_GFP-sens
984	White	White	Drosophila melanogaster	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		second instar larval stage	RNA Polymerase II	2009-10-13	2009-10-14	GSM432589	L2_PolII ChIP-seq
985	White	White	Drosophila melanogaster	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15	nejire	2009-10-15	2009-10-16	GSM451802	E8-12_CBP_Set2-chip-seq
1012	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461195	RNAi CG10203 S2-DRSC RNA-Seq Bowtie
1013	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461198	RNAi CG10851 S2-DRSC RNA-Seq Bowtie
1014	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461187	RNAi CG12749 S2-DRSC RNA-Seq Bowtie
1015	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461190	RNAi CG13425 S2-DRSC RNA-Seq Bowtie
1016	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461204	RNAi CG1559 S2-DRSC RNA-Seq Bowtie
1017	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461189	RNAi CG16901 S2-DRSC RNA-Seq Bowtie
1018	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461196	RNAi CG17136 S2-DRSC RNA-Seq Bowtie
1019	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461188	RNAi CG17838 S2-DRSC RNA-Seq Bowtie
1020	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461199	RNAi CG18426 S2-DRSC RNA-Seq Bowtie
1021	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461194	RNAi CG1987 S2-DRSC RNA-Seq Bowtie
1022	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461191	RNAi CG30122 S2-DRSC RNA-Seq Bowtie
1023	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461202	RNAi CG31000 S2-DRSC RNA-Seq Bowtie
1024	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28		RNAi CG3249 S2-DRSC RNA-Seq Bowtie
1025	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461192	RNAi CG4602 S2-DRSC RNA-Seq Bowtie
1026	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461185	RNAi CG5099 S2-DRSC RNA-Seq Bowtie
1027	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461197	RNAi CG5442 S2-DRSC RNA-Seq Bowtie
1028	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461193	RNAi CG5655 S2-DRSC RNA-Seq Bowtie
1029	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461205	RNAi CG5821 S2-DRSC RNA-Seq Bowtie
1030	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461206	RNAi CG5836 S2-DRSC RNA-Seq Bowtie
1031	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461183	RNAi CG6946 S2-DRSC RNA-Seq Bowtie
1032	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461203	RNAi CG7437 S2-DRSC RNA-Seq Bowtie
1033	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28		RNAi CG7878 S2-DRSC RNA-Seq Bowtie
1034	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-18	2009-09-28	GSM461200	RNAi CG7971 S2-DRSC RNA-Seq Bowtie
2010	White	White	Drosophila melanogaster	alignments	RNA-seq	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9		2009-09-17	2009-10-04	GSM451806	E0-4_TotalRNA_RNAseq
2014	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array	embryo-derived cell-line	N/A	S2	late embryonic stage		2009-09-18	2009-10-16	GSM333836	150_mM_Salt_Extracted_Chromatin
2015	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array	embryo-derived cell-line	N/A	S2	late embryonic stage		2009-09-18	2009-10-16	GSM333849	H2Av_EDTA
2016	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array	embryo-derived cell-line	N/A	S2	late embryonic stage		2009-09-18	2009-10-16	GSM333848	H2A_EDTA
2017	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array	embryo-derived cell-line	N/A	S2	late embryonic stage		2009-09-18	2009-10-16	GSM333852	80-600_mM_Salt_Extracted_Chromatin
2018	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array	embryo-derived cell-line	N/A	S2	late embryonic stage		2009-09-18	2009-10-16	GSM333837	Mononucleosomes_S2
2019	White	White	Drosophila melanogaster	alignments	RNA-seq	whole organism	y; cn bw sp		embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 9		2009-09-18	2009-10-04	GSM451809	E4-8_TotalRNA_RNAseq
2020	White	White	Drosophila melanogaster	alignments	RNA-seq	whole organism	y; cn bw sp		embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15		2009-09-18	2009-10-04	GSM451808	E8-12_TotalRNA_RNAseq
2021	White	White	Drosophila melanogaster	alignments	RNA-seq	whole organism	y; cn bw sp		embryonic stage 15, embryonic stage 16		2009-09-18	2009-10-04	GSM451803	E12-16_TotalRNA_RNAseq
2022	White	White	Drosophila melanogaster	alignments	RNA-seq	whole organism	y; cn bw sp		embryonic stage 17		2009-09-18	2009-10-04	GSM451807	E16-20_TotalRNA_RNAseq
2023	White	White	Drosophila melanogaster	alignments	RNA-seq	whole organism	y; cn bw sp		embryonic stage 17		2009-09-18	2009-10-04	GSM451810	E20-24_TotalRNA_RNAseq
2024	White	White	Drosophila melanogaster	alignments	RNA-seq	whole organism	y; cn bw sp		first instar larval stage		2009-09-18	2009-10-04	GSM451811	L1_TotalRNA_RNAseq
2025	White	White	Drosophila melanogaster	alignments	RNA-seq	whole organism	y; cn bw sp		second instar larval stage		2009-09-18	2009-10-04	GSM453867	L2_TotalRNA_RNAseq
2026	White	White	Drosophila melanogaster	alignments	RNA-seq	whole organism	y; cn bw sp		adult stage		2009-09-18	2009-10-04	GSM451805	AdultFemale_TotalRNA_RNAseq
2027	White	White	Drosophila melanogaster	alignments	RNA-seq	whole organism	y; cn bw sp		adult stage		2009-09-18	2009-10-04	GSM451804	AdultMale_TotalRNA_RNAseq
2028	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array	embryo-derived cell-line	N/A	S2, S2-DRSC	late embryonic stage		2009-09-18	2009-10-16	GSM333832	150-600_mM_Salt_Extracted_Chromatin
2029	White	White	Drosophila melanogaster	alignments	RNA-seq	whole organism	y; cn bw sp		third instar larval stage		2009-09-18	2009-10-04	GSM451812	L3_TotalRNA_RNAseq
2030	White	White	Drosophila melanogaster	alignments	RNA-seq	whole organism	y; cn bw sp		pupal stage		2009-09-18	2009-10-04	GSM451813	Pupae_TotalRNA_RNAseq
2031	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array	embryo-derived cell-line	N/A	S2	late embryonic stage		2009-09-18	2009-10-16	GSM333835	Nucleosome_Density_S2
2245	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-18	2009-10-07		Dev Timecourse Embryo 2-4h RNA-Seq TopHat
2246	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-18	2009-10-07		Dev Timecourse Embryo 10-12h RNA-Seq TopHat
2247	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-18	2009-10-07		Dev Timecourse Embryo 12-14h RNA-Seq TopHat
2248	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse Embryo 14-16h RNA-Seq TopHat
2249	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse Embryo 20-22h RNA-Seq TopHat
2250	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse Embryo 22-24h RNA-Seq TopHat
2251	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse WhitePrePupae RNA-Seq TopHat
2252	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse WhitePrePupae+12h RNA-Seq TopHat
2253	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse WhitePrePupae+24h RNA-Seq TopHat
2254	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse WhitePrePupae+2d RNA-Seq TopHat
2255	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse WhitePrePupae+3d RNA-Seq TopHat
2256	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse WhitePrePupae+4d RNA-Seq TopHat
2257	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse L1 RNA-Seq TopHat
2258	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse L2 RNA-Seq TopHat
2259	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-08		Dev Timecourse L3+12h RNA-Seq TopHat
2262	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse L3 PS7-9 RNA-Seq TopHat
2263	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse Adult Female Eclosure+1d RNA-Seq TopHat
2265	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse Adult Female Eclosure+5d RNA-Seq TopHat
2266	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse Adult Male Eclosure+1d RNA-Seq TopHat
2267	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-19	2009-10-07		Dev Timecourse Adult Male Eclosure+30d RNA-Seq TopHat
2269	Celniker	Brent	Drosophila melanogaster	splice sites, transcription/coding junctions, gene models, transcript fragments, EST alignments, cDNA alignments, natural_transposable_element	Computational annotation	N/A	N/A	N/A	N/A	N/A	2009-09-19	2009-10-09		MB6 gene models
2270	Celniker	Brent	Drosophila melanogaster	splice sites, transcription/coding junctions, alignments, trace reads, gene models, EST alignments	RTPCR	ventral prothoracic disc	N/A	CME L1	third instar larval stage		2009-09-19	2009-10-06		MB6 RTPCR
2271	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array		B3				2009-09-20	2009-10-16		Fly_embryos_1-3_hr_150_mM_Salt_Extracted_Chromatin
2272	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array		B3				2009-09-20	2009-10-16		Fly_embryos_1-3_hr_600_mM_Salt_Extracted_Chromatin
2273	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array		B3				2009-09-20	2009-10-16		Fly_embryos_1-3_hr_600_mM_Salt_Extracted_Chromatin_Pellet
2274	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array		B3				2009-09-20	2009-10-16		Fly_embryos_4-6_hr_150_mM_Salt_Extracted_Chromatin
2275	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array		B3				2009-09-20	2009-10-16		Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin
2276	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array		B3				2009-09-20	2009-10-16		Fly_embryos_4-6_hr_600_mM_Salt_Extracted_Chromatin_Pellet
2277	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array	dorsal mesothoracic disc	N/A	ML-DmD16-c3	third instar larval stage		2009-09-20	2009-10-16		Fly_wing_disc_80_mM_Salt_Extracted_Chromatin
2278	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array	dorsal mesothoracic disc	N/A	ML-DmD16-c3	third instar larval stage		2009-09-20	2009-10-16		Fly_wing_disc_150_mM_Salt_Extracted_Chromatin
2279	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array	dorsal mesothoracic disc	N/A	ML-DmD16-c3	third instar larval stage		2009-09-20	2009-10-16		Fly_wing_disc_600_mM_Salt_Extracted_Chromatin
2280	Henikoff	Henikoff	Drosophila melanogaster	signal data	RNA tiling array	dorsal mesothoracic disc	N/A	ML-DmD16-c3	third instar larval stage		2009-09-20	2009-10-16		Fly_wing_disc_600_mM_Salt_Extracted_Chromatin_Pellet
2301	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-21	2009-10-08	GSM461186	RNAi CG9983 S2-DRSC RNA-Seq Bowtie
2302	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-21	2009-10-08	GSM461184	RNAi CG9373 S2-DRSC RNA-Seq Bowtie
2305	Celniker	Graveley	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	N/A	2009-09-21	2009-10-09	GSM461182	RNAi Untreated-B (control) S2-DRSC RNA-Seq Bowtie
2340	Celniker	Gingeras	Drosophila melanogaster	transcript fragments	RNA tiling array						2009-09-30	2009-10-09		Dm_4dFMatedOvary_TotalRNA_531_532_38bp
2341	Celniker	Gingeras	Drosophila melanogaster	transcript fragments	RNA tiling array						2009-09-30	2009-10-09		Dm_1dFVirginHead_TotalRNA_497_498_38bp
2342	Celniker	Gingeras	Drosophila melanogaster	transcript fragments	RNA tiling array						2009-09-30	2009-10-09		Dm_4dFVirginHead_TotalRNA_515_516_38bp
2383	MacAlpine	Orr-Weaver	Drosophila melanogaster	copy number variation, signal data	RNA tiling array	larval salivary gland, whole organism	y; cn bw sp		cleavage stage, early extended germ band stage, embryonic stage, embryonic stage 1, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9, larval stage, pre-blastoderm stage, third instar larval stage		2009-09-21	2009-10-02		CGH Salivary Y cn bw sp
2384	MacAlpine	Orr-Weaver	Drosophila melanogaster	copy number variation, signal data	RNA tiling array	oocyte associated follicle cell, whole organism	Oregon-R-modENCODE		adult stage, cleavage stage, early extended germ band stage, embryonic stage, embryonic stage 1, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9, pre-blastoderm stage		2009-09-21	2009-10-02		CGH Follicle OregonR-mod
2385	MacAlpine	Orr-Weaver	Drosophila melanogaster	copy number variation, signal data	RNA tiling array	oocyte associated follicle cell, whole organism	Oregon-R Orr-Weaver		adult stage, cleavage stage, early extended germ band stage, embryonic stage, embryonic stage 1, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9, pre-blastoderm stage		2009-09-21	2009-10-02		CGH Follicle Cells Orr-Weaver
2386	MacAlpine	Orr-Weaver	Drosophila melanogaster	copy number variation, signal data	RNA tiling array	larval salivary gland, whole organism	Oregon-R Orr-Weaver		cleavage stage, early extended germ band stage, embryonic stage, embryonic stage 1, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9, larval stage, pre-blastoderm stage, third instar larval stage		2009-09-21	2009-10-02		CGH Salivary OregonR-Orr-Weaver
2388	Celniker	Celniker	Drosophila melanogaster	alignments							2009-10-02	2009-10-07		Dev Timecourse Embryo 16-18h RNA-Seq TopHat
2389	Celniker	Celniker	Drosophila melanogaster	alignments							2009-10-05	2009-10-08		Dev Timecourse Embryo 0-2h RNA-Seq TopHat
2390	Celniker	Celniker	Drosophila melanogaster	alignments							2009-10-05	2009-10-08		Dev Timecourse Embryo 4-6h RNA-Seq TopHat
2391	Celniker	Celniker	Drosophila melanogaster	alignments							2009-10-05	2009-10-08		Dev Timecourse Embryo 6-8h RNA-Seq
2392	Celniker	Celniker	Drosophila melanogaster	alignments							2009-09-18	2009-10-08		Dev Timecourse Embryo 8-10h RNA-Seq TopHat
2393	Celniker	Celniker	Drosophila melanogaster	alignments							2009-10-05	2009-10-07		Dev Timecourse Embryo 18-20h RNA-Seq TopHat
2394	Celniker	Celniker	Drosophila melanogaster	alignments							2009-10-05	2009-10-08		Dev Timecourse L3 PS1-2 RNA-Seq TopHat
2395	Celniker	Celniker	Drosophila melanogaster	alignments							2009-10-05	2009-10-08		Dev Timecourse L3 PS3-6 RNA-Seq TopHat
2396	Celniker	Celniker	Drosophila melanogaster	alignments							2009-10-05	2009-10-08		Dev Timecourse Adult Female Eclosure+30d RNA-Seq TopHat
2397	Celniker	Celniker	Drosophila melanogaster	alignments							2009-10-05	2009-10-08		Dev Timecourse Adult Male Eclosure+5d RNA-Seq TopHat
2403	Celniker	Cherbas	Drosophila melanogaster	N/A (metadata only)	RNA sample creation	whole organism, adult head, ovary	Oregon-R-modENCODE		adult stage	N/A	2009-10-08	2009-10-09		Tissue totalRNA isolation
